code,lot
MRJ 20026.2 ,6111
MRJ 20019.4 ,6112
MRJ 20019.5 ,6112
MRJ 20028.7 ,6112
MRJ 20017.1 ,6121
SLD 500.1    ,6901
SLD 500.10       ,6901
SLD 500.11       ,6901
SLD 500.2  ,6901
SLD 500.3  ,6901
SLD 500.4  ,6901
SLD 500.5  ,6901
SLD 500.6  ,6901
SLD 500.7  ,6901
SLD 500.8  ,6901
SLD 501.4  ,6901
SLD 502.1,6901
SLD 502.3,6901
SLD 502.5,6901
SLD 502.6,6901
SLD 502.7,6901
SLD 502.8,6901
SLD 503.2,6901
SLD 503.3,6901
SLD 503.4,6901
SLD 504.1,6901
SLD 504.10 ,6901
SLD 504.11   ,6901
SLD 504.2 ,6901
SLD 504.3 ,6901
SLD 504.4 ,6901
SLD 504.5 ,6901
SLD 504.7 ,6901
SLD 504.8 ,6901
SLD 504.9 ,6901
SLD 505.3 ,6901
SLD 505.4 ,6901
SLD 505.7 ,6901
SLD 505.8 ,6901
SLD 505.9 ,6901
SLD 507.5 ,6901
SLD 510.1 ,6901
SLD 510.2 ,6901
SLD 510.3 ,6901
SLD 510.4 ,6901
SLD 510.5 ,6901
SLD 510.6 ,6901
SLD 510.8 ,6901
SLD 511.5 ,6901
SLD 512.2 ,6901
SLD 512.3 ,6901
SLD 513.1 ,6901
SLD 513.11 ,6901
SLD 513.3 ,6901
SLD 513.4 ,6901
SLD 513.5 ,6901
SLD 514.10         ,6901
SLD 514.2 ,6901
SLD 514.4 ,6901
SLD 514.5 ,6901
SLD 514.6 ,6901
SLD 514.7 ,6901
SLD 514.8 ,6901
SLD 514.9 ,6901
SLD 516.1 ,6901
SLD 516.2 ,6901
SLD 516.3 ,6901
SLD 500.9  ,6902
SLD 501.1  ,6902
SLD 501.2  ,6902
SLD 503.5,6902
SLD 505.1 ,6902
SLD 506.1 ,6902
SLD 506.10 ,6902
SLD 506.11 ,6902
SLD 506.12 ,6902
SLD 506.13 ,6902
SLD 506.14 ,6902
SLD 506.2 ,6902
SLD 506.3 ,6902
SLD 506.4 ,6902
SLD 506.5 ,6902
SLD 506.7 ,6902
SLD 506.8 ,6902
SLD 506.9 ,6902
SLD 507.1 ,6902
SLD 507.2 ,6902
SLD 507.3 ,6902
SLD 507.4 ,6902
SLD 507.6 ,6902
SLD 507.7 ,6902
SLD 507.8 ,6902
SLD 507.9 ,6902
SLD 510.7 ,6902
SLD 510.9 ,6902
SLD 511.6 ,6902
SLD 505.6 ,6903
SLD 506.1 ,6903
SLD 506.2 ,6903
SLD 506.6 ,6903
SLD 507.1 ,6903
SLD 513.2 ,6903
SLD 513.6 ,6903
SLD 513.7 ,6903
SLD 513.8 ,6903
SLD 513.9 ,6903
SLD 513.6 ,6904
SLD 513.7 ,6904
SLD 514.1 ,6905
SLD 514.3 ,6905
SLD 515.1 ,6905
SLD 515.2 ,6905
SLD 515.3 ,6905
SLD 515.4 ,6905
SLD 515.5 ,6905
SLD 515.6 ,6905
SLD 515.7 ,6905
SLD 515.8 ,6905
SLD 516.4 ,6905
SLD 518.1 ,6905
SLD 518.2 ,6905
SLD 518.3 ,6905
SLD 518.4 ,6905
SLD 518.5 ,6905
SLD 518.6 ,6905
SLD 511.1 ,6908
SLD 511.10 ,6908
SLD 511.11 ,6908
SLD 511.2 ,6908
SLD 511.3 ,6908
SLD 511.4 ,6908
SLD 511.7 ,6908
SLD 511.8 ,6908
SLD 511.9 ,6908
SLD 512.1 ,6908
SLD 512.4 ,6908
SLD 512.5 ,6908
SLD 504.6 ,6912
CHR 107.3 ,141117
CHR 107.4 ,141117
CHR 107.5 ,141117
CHR 109.5 ,141117
CHR 109.6 ,141117
CHR 111.7 ,141117
CHR 112.2 ,141117
CHR 112.4 ,141117
CHR 113.4 ,141117
CHR 113.5 ,141117
CHR 114.1 ,141117
CHR 114.4 ,141117
JS 9294.1 ,150119
JS 9294.2 ,150119
JS 9296.1 ,150119
JS 9296.2 ,150119
JS 9294.3 ,150120
JS 9294.4 ,150120
JS 9294.5 ,150121
JS 9294.6 ,150121
JS 9295.1 ,150122
JS 9310.1 ,150122
JS 9310.2 ,150122
JS 9307.1 ,150127
JS 9312.1 ,150127
JS 9323.1 ,150127
JS 9323.2 ,150127
JS 9323.3 ,150127
JS 9323.4 ,150127
JS 9305.1 ,150128
JS 9315.1 ,150128
JS 9315.2 ,150128
JS 9315.3 ,150128
JS 9314.2 ,150129
JS 9316.3 ,150130
JS 9318.1 ,150203
JS 9303.1 ,150225
JS 9303.4 ,150225
JS 9313.4 ,150225
JS 9263.1 ,150305
JS 9325.1 ,150306
JS 9322.2 ,150309
JS 9309.4 ,150310
JS 9317.1 ,150310
JS 9317.4 ,150310
JS 9317.6 ,150310
JS 9321.1 ,150311
JS 9321.2 ,150311
JS 9321.5 ,150311
JS 9321.6 ,150311
JS 9316.2 ,150312
JS 9305.2 ,150313
JS 9318.1 ,150313
CHR 107.2 ,150316
CHR 108.1 ,150316
CHR 108.4 ,150316
CHR 109.6 ,150316
CHR 112.2 ,150316
CHR 112.4 ,150316
CHR 114.1 ,150316
CHR 114.4 ,150316
JS 9313.1 ,150316
JS 9313.3 ,150316
JS 9324.2 ,150318
JS 9324.3 ,150318
JS 9300.1 ,150324
JS 9300.2 ,150324
JS 9300.3 ,150324
JS 9312.3 ,150324
JS 9303.2 ,150325
JS 9303.3 ,150325
JS 9310.2 ,150408
JS 9263.1 ,150409
JS 9316.3 ,150410
JS 9317.6 ,150410
JS 9305.1 ,150430
JS 9303.1 ,150501
JS 9303.2 ,150501
JS 9325.3 ,150508
JS 9305.2 ,150518
JS 9324.1 ,150617
JS 9324.3 ,150617
JS 9260.1 ,150626
JS 9322.1 ,150626
JS 9322.4 ,150626
JS 9307.2 ,150629
JS 9323.2 ,150629
JS 9323.4 ,150629
JS 9317.2 ,150701
SUP 10060.4 ,150701
JS 9262.1 ,150702
JS 9312.2 ,150702
JS 9324.3 ,150702
JS 9294.2 ,150703
SUP 10063.2 ,150703
JS 9316.2 ,150706
SUP 10072.1 ,150707
SUP 10072.1 ,150708
SUP 10072.2 ,150708
SUP 10064.1 ,150714
SUP 10064.2 ,150714
SUP 10064.3 ,150714
JS 9325.4 ,150722
SUP 10074.1 ,150730
SUP 10074.3 ,150730
SUP 10074.5 ,150730
JS 9306.1 ,150811
JS 9307.1 ,150811
JS 9307.2 ,150811
JS 9307.3 ,150811
JS 9317.4 ,150811
SUP 10059.2 ,150813
SUP 10060.1 ,150813
SUP 10060.2 ,150813
SUP 10060.4 ,150813
SUP 10060.5 ,150813
SUP 10075.1 ,150817
SUP 10075.2 ,150817
SUP 10075.3 ,150817
SUP 10062.1 ,150819
JS 9318.2 ,150824
SUP 10066.1 ,150824
SUP 10066.2 ,150824
SUP 10066.3 ,150824
SUP 10066.4 ,150824
SUP 10066.5 ,150824
SUP 10071.1 ,150824
SUP 10071.3 ,150824
SUP 10071.4 ,150824
SUP 10072.3 ,150824
SUP 10072.4 ,150825
SUP 10072.5 ,150825
SUP 10073.1 ,150825
SUP 10073.3 ,150825
SUP 10073.4 ,150825
SUP 10069.2 ,150826
SUP 10069.3 ,150826
SUP 10069.5 ,150826
SUP 10065.1 ,150827
SUP 10065.4 ,150827
SUP 10065.5 ,150827
JS 9294.3 ,150828
JS 9311.2 ,150828
JS 9314.1 ,150828
SUP 10064.5 ,150831
SUP 10071.1 ,150903
SUP 10074.1 ,150903
SUP 10074.2 ,150904
SUP 10074.3 ,150904
SUP 10074.4 ,150904
SUP 10059.1 ,150907
SUP 10059.5 ,150907
SUP 10071.2 ,150907
SUP 10071.3 ,150907
JS 9309.2 ,150908
SUP 10059.2 ,150908
SUP 10059.3 ,150908
SUP 10070.1 ,150908
SUP 10070.2 ,150908
SUP 10070.3 ,150908
SUP 10070.4 ,150908
SUP 10070.5 ,150908
SUP 10069.1 ,150909
SUP 10069.3 ,150909
SUP 10069.4 ,150909
SUP 10069.5 ,150909
SUP 10069.6 ,150909
SUP 10062.4 ,150914
SUP 10068.1 ,150914
SUP 10068.2 ,150914
SUP 10068.3 ,150914
SUP 10068.4 ,150914
SUP 10062.1 ,150915
SUP 10062.2 ,150915
SUP 10062.3 ,150915
SUP 10065.1 ,150915
SUP 10065.2 ,150915
SUP 10065.3 ,150915
SUP 10065.4 ,150915
SUP 10065.5 ,150915
SUP 10067.1 ,150916
SUP 10067.2 ,150916
SUP 10067.3 ,150916
SUP 10067.4 ,150916
SUP 10067.5 ,150916
SUP 10061.1 ,150924
SUP 10061.2 ,150924
SUP 10061.3 ,150924
SUP 10068.4 ,151001
SUP 10068.5 ,151001
SUP 10064.4 ,151026
SUP 10064.5 ,151026
JS 9305.2 ,151027
SUP 10060.2 ,151027
SUP 10060.3 ,151027
SUP 10060.5 ,151027
JS 9316.1 ,151029
SUP 10063.1 ,151103
SUP 10063.2 ,151103
JS 9299.1 ,151104
JS 9317.1 ,151104
JS 9266.1 ,151109
JS 9303.3 ,151110
SUP 10060.1 ,151113
SUP 10059.4 ,151116
SUP 10066.1 ,151118
SUP 10066.2 ,151118
SUP 10066.3 ,151118
JS 9309.1 ,151120
SUP 10072.4 ,151120
SUP 10075.2 ,151124
SUP 10075.3 ,151124
SUP 10068.2 ,151125
SUP 10068.3 ,151125
JS 9306.1 ,151230
JS 9307.1 ,151230
JS 9317.2 ,151230
JS 9303.3 ,160125
JS 9309.2 ,160126
JS 9313.3 ,160126
JS 9313.4 ,160126
JS 9304.1 ,160219
JS 9304.2 ,160219
JS 9311.2 ,160223
SUP 10069.2 ,160225
SUP 10068.4 ,160308
SUP 10059.5 ,160311
SUP 10070.1 ,160311
JS 9307.2 ,160325
JS 9312.1 ,160412
JS 9312.4 ,160412
JS 9309.2 ,160420
JS 9309.3 ,160420
SUP 10072.3 ,160421
JS 9315.3 ,160425
JS 9264.2 ,160513
JS 9266.1 ,160516
JS 9299.1 ,160518
JS 9305.1 ,160518
JS 9309.2 ,160519
JS 9309.3 ,160519
JS 9309.4 ,160519
JS 9321.6 ,160519
JS 9294.4 ,160520
JS 9307.2 ,160523
JS 9316.1 ,160524
JS 9306.2 ,160610
JS 9306.4 ,160610
JS 9308.1 ,160613
JS 9264.2 ,160614
JS 9305.2 ,160623
JS 9321.3 ,160623
JS 9303.4 ,160704
JS 9306.1 ,160805
JS 9309.2 ,160808
JS 9311.3 ,160808
JS 9321.5 ,160809
JS 9321.6 ,160809
SUP 10071.2 ,160816
SUP 10071.4 ,160816
JS 9304.1 ,160819
JS 9304.2 ,160819
JS 9315.3 ,160824
SUP 10070.3 ,160830
SUP 10070.5 ,160830
SUP 10062.2 ,160831
JS 9316.2 ,160901
JS 9321.3 ,160920
JS 9321.5 ,160920
JS 9264.1 ,160921
JS 9315.2 ,160921
JS 9315.3 ,160921
JS 9311.1 ,160922
JS 9311.2 ,160922
CFL 722.4 ,161012
CFL 722.1 ,161026
CFL 722.2 ,161026
CFL 728.3 ,161026
CFL 729.5 ,161028
CFL 731.2 ,161028
CFL 705.2 ,161029
CFL 713.1 ,161029
CFL 716.2 ,161029
CFL 729.1 ,161029
CFL 729.2 ,161029
CFL 729.3 ,161029
CFL 730.2 ,161029
CFL 731.1 ,161029
CFL 731.3 ,161029
CFL 731.4 ,161029
CFL 705.3 ,161030
CFL 708.1 ,161030
CFL 728.4 ,161030
CFL 705.1 ,161031
CFL 705.4 ,161031
CFL 705.5 ,161031
CFL 718.3 ,161031
CFL 728.1 ,161031
CFL 728.2 ,161031
CFL 728.5 ,161031
CFL 718.1 ,161101
CFL 718.2 ,161101
CFL 723.3 ,161101
JS 9264.1 ,161101
JS 9264.2 ,161101
CFL 709.1 ,161102
CFL 709.2 ,161102
CFL 709.3 ,161102
CFL 721.2 ,161102
CFL 721.3 ,161102
CFL 721.4 ,161102
JS 9306.2 ,161102
JS 9313.1 ,161102
JS 9313.3 ,161102
CFL 704.1 ,161103
CFL 704.2 ,161103
CFL 704.3 ,161103
CFL 704.4 ,161103
CFL 721.1 ,161103
CFL 727.3 ,161103
CFL 732.2 ,161103
CFL 732.3 ,161103
CFL 732.4 ,161103
JS 9311.1 ,161103
JS 9311.3 ,161103
CFL 706.1 ,161105
CFL 706.2 ,161105
CFL 727.1 ,161105
CFL 727.2 ,161105
CFL 706.3 ,161107
CFL 706.4 ,161107
JS 9275.1 ,161107
CFL 715.1 ,161108
CFL 715.2 ,161108
CFL 715.3 ,161108
CFL 715.4 ,161108
CFL 715.5 ,161108
CFL 708.2 ,161109
CFL 708.3 ,161109
CFL 715.6 ,161109
CFL 715.7 ,161109
CFL 703.1 ,161110
CFL 723.1 ,161110
CFL 723.2 ,161110
CFL 703.2 ,161111
CFL 703.3 ,161111
CFL 711.3 ,161111
CFL 711.4 ,161111
CFL 711.5 ,161111
CFL 711.6 ,161111
CFL 719.1 ,161111
CFL 722.3 ,161111
CFL 730.4 ,161111
CFL 711.2 ,161112
CFL 713.2 ,161112
CFL 713.4 ,161112
CFL 713.5 ,161112
CFL 730.1 ,161112
CFL 730.3 ,161112
CFL 713.3 ,161113
CFL 713.6 ,161113
CFL 716.1 ,161113
CFL 716.3 ,161113
CFL 716.5 ,161113
CFL 710.1 ,161114
CFL 710.3 ,161114
CFL 710.5 ,161114
CFL 716.4 ,161114
CFL 717.10 ,161114
CFL 717.7 ,161114
CFL 717.9 ,161114
CFL 726.1 ,161114
CFL 726.2 ,161114
CFL 726.3 ,161114
CFL 700.1 ,161115
CFL 700.2 ,161115
CFL 700.3 ,161115
CFL 700.4 ,161115
CFL 701.1 ,161115
CFL 717.2 ,161115
CFL 717.3 ,161115
CFL 717.4 ,161115
CFL 717.6 ,161115
CFL 717.8 ,161115
CFL 701.2 ,161116
CFL 701.3 ,161116
CFL 701.4 ,161116
CFL 701.5 ,161116
CFL 711.1 ,161116
CFL 714.1 ,161116
CFL 714.2 ,161116
CFL 714.3 ,161116
CFL 714.4 ,161116
CFL 714.5 ,161116
CFL 714.6 ,161116
CFL 714.7 ,161116
CFL 707.1 ,161119
CFL 707.2 ,161119
CFL 707.4 ,161120
CFL 719.2 ,161120
CFL 719.3 ,161120
CFL 719.4 ,161120
CFL 707.3 ,161121
JS 9305.1 ,161122
JS 9321.4 ,161203
SUP 10063.1 ,161208
JS 9325.2 ,161209
JS 9325.3 ,161209
JS 9308.2 ,161210
JS 9311.2 ,161215
SUP 10059.3 ,170102
SLD 502.1,170115
SUP 10071.1 ,170124
PN2 2621.1 ,170217
PN2 2621.2 ,170217
PN2 2621.3 ,170217
PN2 2629.1 ,170217
PN2 2629.2 ,170217
PN2 2629.3 ,170217
PN2 2629.4 ,170217
PN2 2629.5 ,170217
PN2 2601.3 ,170220
PN2 2625.1 ,170220
PN2 2625.2 ,170220
PN2 2625.3 ,170220
PN2 2615.1 ,170221
PN2 2615.2 ,170221
PN2 2615.3 ,170221
PN2 2615.4 ,170221
PN2 2630.1 ,170221
PN2 2630.2 ,170221
PN2 2630.3 ,170221
PN2 2630.4 ,170221
SUP 10059.4 ,170221
PN2 2547.2 ,170222
PN2 2547.5 ,170222
PN2 2602.3 ,170222
PN2 2605.1 (9266.1),170222
PN2 2616.1 ,170222
PN2 2616.2 ,170222
PN2 2626.1 ,170222
PN2 2626.2 ,170222
PN2 2626.3 ,170222
PN2 2613.1 ,170223
PN2 2613.2 ,170223
PN2 2618.1 ,170224
PN2 2618.2 ,170224
PN2 2619.1 ,170224
PN2 2619.2 ,170224
PN2 2619.3 ,170224
PN2 2619.4 ,170224
PN2 2628.1 ,170224
PN2 2628.2 ,170224
SLD 502.2,170224
SLD 502.3,170224
SLD 502.4,170224
SLD 502.5,170224
SLD 502.8,170224
SLD 503.2,170224
SLD 505.3 ,170224
SLD 505.4 ,170224
SLD 505.5 ,170224
SLD 506.14 ,170224
SLD 506.6 ,170224
SLD 508.2 ,170224
SLD 508.5 ,170224
SLD 510.2 ,170224
SLD 510.3 ,170224
SLD 510.4 ,170224
SLD 511.1 ,170224
SLD 511.10 ,170224
SLD 511.2 ,170224
SLD 511.7 ,170224
SLD 511.8 ,170224
SLD 512.2 ,170224
SLD 513.2 ,170224
SLD 513.6 ,170224
SLD 513.7 ,170224
SLD 514.3 ,170224
SLD 514.5 ,170224
SLD 518.5 ,170224
PN2 2544.1 ,170227
PN2 2544.3 ,170227
PN2 2544.4 ,170227
PN2 2609.1 (9304.1),170227
PN2 2609.2 (9304.2),170227
PN2 2620.1 ,170227
PN2 2620.2 ,170227
PN2 2620.3 ,170227
PN2 2620.4 ,170227
PN2 2622.1 ,170227
PN2 2622.2 ,170227
PN2 2622.3 ,170227
PN2 2622.4 ,170227
PN2 2623.1 ,170228
PN2 2623.2 ,170228
PN2 2623.3 ,170228
PN2 2624.1 ,170228
PN2 2624.2 ,170228
PN2 2624.3 ,170228
PN2 2624.4 ,170228
PN2 2617.1 ,170301
PN2 2617.2 ,170301
PN2 2617.3 ,170301
PN2 2617.4 ,170301
PN2 2627.1 ,170301
PN2 2627.2 ,170301
PN2 2627.3 ,170301
PN2 2627.4 ,170301
PN2 2608.1 ,170302
PN2 2608.2 ,170302
PN2 2608.3 ,170302
SLD 504.10,170307
SLD 504.4 ,170307
SLD 504.7 ,170307
PN2 2614.1 ,170309
PN2 2614.2 ,170309
PN2 2614.3 ,170309
PN2 2614.4 ,170309
SLD 502.2,170313
SLD 502.4,170313
SLD 502.5,170313
SLD 502.7,170313
SLD 503.1,170313
SLD 503.2,170313
SLD 504.6 ,170313
SLD 505.1 ,170313
SLD 505.2 ,170313
SLD 505.3 ,170313
SLD 505.4 ,170313
SLD 505.7 ,170313
SLD 506.1 ,170313
SLD 506.2 ,170313
SLD 507.3 ,170313
SLD 508.1 ,170313
SLD 508.3 ,170313
SLD 508.4 ,170313
SLD 508.6 ,170313
SLD 509.2 ,170313
SLD 510.7 ,170313
SLD 511.10 ,170313
SLD 511.8 ,170313
SLD 512.1 ,170313
SLD 512.4 ,170313
SLD 513.10,170313
SLD 513.2 ,170313
SLD 513.6 ,170313
SLD 513.7 ,170313
SLD 513.8 ,170313
SLD 513.9 ,170313
SLD 516.3 ,170313
SLD 518.2 ,170313
SLD 518.5 ,170313
PN2 2547.3 ,170324
SUP 10062.1 ,170330
SUP 10070.2 ,170330
SUP 10073.2 ,170330
CHR 108.1 ,702211
CHR 111.7 ,702211
CHR 112.1 ,702211
CFL 702.1 ,1610111
CFL 702.3 ,1610111
CFL 702.4 ,1610111
CHA 328.1 ,1610141
CHA 328.2 ,1610141
CHA 328.3 ,1610141
CHA 329.1 ,1610141
MD DO6 6502,9002001
LV 110110.2 ,20150505
LV 110110.3 ,20150505
LV 110110.4 ,20150505
LV 110111.2 ,20150505
LV 110111.3 ,20150505
LV 110112.1 ,20150505
LV 110112.3 ,20150505
LV 110113.1 ,20150505
LV 110113.3 ,20150505
LV 110115.4 ,20150505
LV 110116.4 ,20150505
LV 110117.6 ,20150505
LV 110117.7 ,20150505
LV 110118.3 ,20150505
LV 110118.4 ,20150505
LV 110118.5 ,20150505
LV 110125.1 ,20150505
LV 110125.2 ,20150505
LV 110125.3 ,20150505
LV 110125.4 ,20150505
LV 110127.1 ,20150505
LV 110127.2 ,20150505
LV 110127.3 ,20150505
LV 110127.4 ,20150505
LV 110128.3 ,20150505
LV 110128.5 ,20150505
LV 110129.3 ,20150505
CZ CD 8922,001
CHO 146.2 ,0228-2
CHO 148.3 ,0229-1
CHO 148.5 ,0229-1
CHO 143.5 ,05170213-1
CHO 152.2 ,0618-2
CHO 147.5 ,0817-1
CHO 152.2 ,0817-1
CHO 159.2 ,0817-1
CHO 159.6 ,0817-1
CHO 163.1 ,0819-1
CHO 162.7 ,0819-2
CHO 144.2 ,0820-1
CHO 149.2 ,0907-3
CHO 144.3 ,0914-1
CHO 150.3 ,0915-1
CHO 158.2 ,1027-1
CHO 164.6 ,1028-1
CHO 157.3 ,1028-3
CHO 162.1 ,1102-2
CHO 152.3 ,1104-5
CHO 144.5 ,1108-2
CHO 161.1 ,1217-1
CHO 147.3 ,1220-1
CHO 153.3 ,150308-1
CHO 156.2 ,150423-1
CHR 131.2 ,150425-1
CHR 122.2 ,150426-1
CHR 130.3 ,150427-1
CHR 129.3 ,150504-1
CHO 154.1 ,150507-1
CHO 154.4 ,150507-1
CHR 132.2 ,150507-1
CHR 127.3 ,150526-1
CHR 131.2 ,150526-1
CHR 122.3 ,150527-1
LV 110119.1 ,150604A
LV 110119.2 ,150604A
LV 110119.4 ,150604A
LV 110119.5 ,150604A
LV 110119.6 ,150604A
LV 110120.2 ,150604A
CHR 121.2 ,150609-1
CHR 132.2 ,150609-1
CHR 122.3 ,150707-1
CHR 122.2 ,150713-1
CHR 130.2 ,150713-1
CHR 132.1 ,150713-1
CHO 153.3 ,150714-1
CHO 153.5 ,150714-1
CHO 156.3 ,150714-1
CHR 128.2 ,150724-1
CHO 143.3 ,150910-1
CHO 143.3 ,151108-1
CHO 154.2 ,151108-1
CHO 143.1 ,151226-1
CHO 153.1 ,151227-1
CHO 153.4 ,151227-1
CHO 154.1 ,151227-1
CHO 154.2 ,151227-1
CHO 156.2 ,151227-1
CHO 156.3 ,151227-1
CHO 153.4 ,151227-2
MRJ 20023.3 ,1601-1
MRJ 20030.3 ,1601-1
LV 110119.1 ,160122A
LV 110119.5 ,160122A
LV 110120.2 ,160122A
CHO 145.2 ,16030-1
CHO 143.4 ,160308-1
CHO 153.5 ,160308-1
CHO 154.4 ,160314-1
CHO 143.1 ,160328-1
CHO 154.3 ,160328-1
CHO 156.1 ,160328-1
CHO 153.6 ,160615-1
CHO 143.2 ,160804-1
CHO 143.3 ,160804-1
CHO 143.5 ,160804-1
CHO 153.2 ,160804-1
MRJ 20025.4 ,6031-1
MRJ 20013.2 ,6031-2
MRJ 20015.4 ,6032-1
MRJ 20028.5 ,6032-1
MRJ 20020.4 ,6033-1
MRJ 20027.4 ,6061-1
MRJ 20028.3 ,6061-1
MRJ 20028.4 ,6061-1
MRJ 20029.9 ,6061-1
MRJ 20016.1 ,6061-3
MRJ 20019.1 ,6071-1
MRJ 20026.1 ,6072-1
MRJ 20028.2 ,6072-4
MRJ 20020.1 ,6073-3
GS 140001,6A
